,text,targets
459,The crowd was enchanted by the performance .,"[{'span1': [3, 4], 'span_word': 'enchanted', 'label': 'nonliteral'}]"
460,You 're a grumpy bear .,"[{'span1': [4, 5], 'span_word': 'bear', 'label': 'nonliteral'}]"
461,He lost his shirt in the stock market .,"[{'span1': [1, 4], 'span_word': 'lost shirt', 'label': 'nonliteral'}]"
462,Manners make the man .,"[{'span1': [1, 4], 'span_word': 'make man', 'label': 'nonliteral'}]"
463,Football is all he cares about .,"[{'span1': [0, 1], 'span_word': '', 'label': 'nonliteral'}]"
464,"I resign from humanity . I no longer want to be , nor can still be , a man .","[{'span1': [1, 2], 'span_word': 'resign', 'label': 'nonliteral'}]"
465,Living under my parents ' control is a damnation !,"[{'span1': [8, 9], 'span_word': 'damnation', 'label': 'nonliteral'}]"
466,Kilometric line at the cashier .,"[{'span1': [0, 2], 'span_word': 'kilometric line', 'label': 'nonliteral'}]"
467,My nephew is moving heaven and earth .,"[{'span1': [4, 7], 'span_word': 'heaven earth', 'label': 'nonliteral'}]"
468,She thinks avocado tastes like compost heaps .,"[{'span1': [4, 6], 'span_word': 'like compost', 'label': 'nonliteral'}]"
469,The pain was unendurable .,"[{'span1': [3, 4], 'span_word': 'unendurable', 'label': 'nonliteral'}]"
470,Satisfaction floods into my veins .,"[{'span1': [1, 5], 'span_word': 'floods veins', 'label': 'nonliteral'}]"
471,The level of discombobulation in the realm of global politics is simply colossal .,"[{'span1': [11, 13], 'span_word': 'simply colossal', 'label': 'nonliteral'}]"
472,John has a divine smile .,"[{'span1': [3, 4], 'span_word': 'divine', 'label': 'nonliteral'}]"
473,Sky is falling .,"[{'span1': [2, 3], 'span_word': 'falling', 'label': 'nonliteral'}]"
474,My ex boyfriend ! Treacherous snake !,"[{'span1': [4, 6], 'span_word': 'treacherous snake', 'label': 'nonliteral'}]"
475,Sacrificed my french fries to his monstrous appetite .,"[{'span1': [6, 7], 'span_word': 'monstrous', 'label': 'nonliteral'}]"
476,I 'm speechless !,"[{'span1': [2, 3], 'span_word': 'speechless', 'label': 'nonliteral'}]"
477,When the girl lost her puppy she cried an ocean of tears .,"[{'span1': [9, 10], 'span_word': 'ocean', 'label': 'nonliteral'}]"
478,My spirit is crying for leaving .,"[{'span1': [3, 6], 'span_word': 'crying leaving', 'label': 'nonliteral'}]"
479,"I ca n't breathe , there are mountains of dust here .","[{'span1': [7, 8], 'span_word': 'mountains', 'label': 'nonliteral'}]"
480,That child is getting into a whole world of trouble .,"[{'span1': [6, 8], 'span_word': 'whole world', 'label': 'nonliteral'}]"
481,The eye of a master does more work than both his hands .,"[{'span1': [7, 8], 'span_word': 'work', 'label': 'nonliteral'}]"
482,In that library they have forests of books .,"[{'span1': [5, 6], 'span_word': 'forests', 'label': 'nonliteral'}]"
483,"Love , love , love these !","[{'span1': [0, 5], 'span_word': 'love love love', 'label': 'nonliteral'}]"
484,He thinks that the affectual bonds prevalent in the older world has been pulverized by modernity .,"[{'span1': [13, 14], 'span_word': 'pulverized', 'label': 'nonliteral'}]"
485,Knowledge without conscience is but the ruin of the soul .,"[{'span1': [6, 7], 'span_word': 'ruin', 'label': 'nonliteral'}]"
486,Your shoes can buy a bungalow .,"[{'span1': [3, 6], 'span_word': 'buy bungalow', 'label': 'nonliteral'}]"
487,"When I was young , my family was my universe .","[{'span1': [9, 10], 'span_word': 'universe', 'label': 'nonliteral'}]"
488,Illusion is the ultimate weapon .,"[{'span1': [3, 5], 'span_word': 'ultimate weapon', 'label': 'nonliteral'}]"
489,The little girl was drowning in her tears .,"[{'span1': [1, 3], 'span_word': 'little girl', 'label': 'nonliteral'}]"
490,I 'm living on bread and water .,"[{'span1': [2, 7], 'span_word': 'living bread water', 'label': 'nonliteral'}]"
491,He groaned as if he was being crushed .,"[{'span1': [7, 8], 'span_word': 'crushed', 'label': 'nonliteral'}]"
492,He put loads and loads of cream on his cake .,"[{'span1': [2, 5], 'span_word': 'loads loads', 'label': 'nonliteral'}]"
493,Newspapers only contain garbage and dirt .,"[{'span1': [3, 6], 'span_word': 'garbage dirt', 'label': 'nonliteral'}]"
494,He is just building castles in the air if he does not take any action .,"[{'span1': [3, 5], 'span_word': 'building castles', 'label': 'nonliteral'}]"
495,I apologized like a madman .,"[{'span1': [4, 5], 'span_word': 'madman', 'label': 'nonliteral'}]"
496,My powers are beyond your mortal imagination .,"[{'span1': [3, 4], 'span_word': 'beyond', 'label': 'nonliteral'}]"
497,"I now embrace `` Hollywood '' endings , but there was a time when I genuflected to kill-offs .","[{'span1': [15, 16], 'span_word': 'genuflected', 'label': 'nonliteral'}]"
498,The minister is going to wreck the country with his budget cuts .,"[{'span1': [3, 6], 'span_word': 'going wreck', 'label': 'nonliteral'}]"
499,"He had a great reputation as an orator , and is characterized by Ennius as `` the quintessence of persuasiveness '' .","[{'span1': [17, 18], 'span_word': 'quintessence', 'label': 'nonliteral'}]"
500,I have a horrible face today .,"[{'span1': [3, 5], 'span_word': 'horrible face', 'label': 'nonliteral'}]"
501,This is how to be irresistible to women .,"[{'span1': [5, 6], 'span_word': 'irresistible', 'label': 'nonliteral'}]"
502,The secretary was pounding the keyboard trying to finish the report .,"[{'span1': [3, 4], 'span_word': 'pounding', 'label': 'nonliteral'}]"
503,I simply fell in love with these chips and refused to share them with my friends .,"[{'span1': [2, 5], 'span_word': 'fell love', 'label': 'nonliteral'}]"
504,It 's all top secret and now everybody 's walking on eggshells .,"[{'span1': [9, 12], 'span_word': 'walking eggshells', 'label': 'nonliteral'}]"
505,They witnessed a paradise revealed on this very same earth .,"[{'span1': [3, 4], 'span_word': 'paradise', 'label': 'nonliteral'}]"
506,It is the last straw that breaks the camel 's back .,"[{'span1': [8, 11], 'span_word': ""camel 's back"", 'label': 'nonliteral'}]"
507,I am trying to solve a million issues these days .,"[{'span1': [6, 8], 'span_word': 'million issues', 'label': 'nonliteral'}]"
508,Their latest album blasted its way up the charts .,"[{'span1': [3, 6], 'span_word': 'blasted way', 'label': 'nonliteral'}]"
509,It 's raining cats and dogs .,"[{'span1': [3, 6], 'span_word': 'cats dogs', 'label': 'nonliteral'}]"
510,Saying the entire campaign is ill-informed because you disagree with one point is throwing out the baby with the bathwater .,"[{'span1': [13, 17], 'span_word': 'throwing baby', 'label': 'nonliteral'}]"
511,Everybody 's eyes are as large as saucers .,"[{'span1': [5, 8], 'span_word': 'large saucers', 'label': 'nonliteral'}]"
512,Dad went ballistic when he saw the dent in his car .,"[{'span1': [2, 3], 'span_word': 'ballistic', 'label': 'nonliteral'}]"
513,Granma was a harsh school girl who made kids behave . She was a real paint-remover .,"[{'span1': [14, 16], 'span_word': 'real paint-remover', 'label': 'nonliteral'}]"
514,The lesson was taking forever .,"[{'span1': [4, 5], 'span_word': 'forever', 'label': 'nonliteral'}]"
515,The cream you bought will last for centuries .,"[{'span1': [5, 8], 'span_word': 'last centuries', 'label': 'nonliteral'}]"
516,"As the exam date approaches , she becomes a sort of hermit , spending all her time in her room .","[{'span1': [13, 17], 'span_word': 'spending time', 'label': 'nonliteral'}]"
517,I 've had to reinvent myself from the ruins of my choices .,"[{'span1': [8, 9], 'span_word': 'ruins', 'label': 'nonliteral'}]"
518,"Apparently , my fingers are made of butter tonight .","[{'span1': [5, 8], 'span_word': 'made butter', 'label': 'nonliteral'}]"
519,It is intolerable to live without my phone .,"[{'span1': [2, 3], 'span_word': 'intolerable', 'label': 'nonliteral'}]"
520,I am exceedingly sorry .,"[{'span1': [2, 3], 'span_word': 'exceedingly', 'label': 'nonliteral'}]"
521,Look at her furious fingers articulating words as she writes the report .,"[{'span1': [3, 4], 'span_word': 'furious', 'label': 'nonliteral'}]"
522,The meeting was a nightmare .,"[{'span1': [4, 5], 'span_word': 'nightmare', 'label': 'nonliteral'}]"
523,My sister is a vortex of intelligence in space .,"[{'span1': [4, 9], 'span_word': 'vortex space', 'label': 'nonliteral'}]"
524,"I 'm so drunk , the world spinning around .","[{'span1': [6, 9], 'span_word': 'world spinning around', 'label': 'nonliteral'}]"
525,You are slower than a snail .,"[{'span1': [2, 6], 'span_word': 'slower snail', 'label': 'nonliteral'}]"
526,"Your interpretation goes too far , it 's a Pindaric flight .","[{'span1': [9, 11], 'span_word': 'pindaric flight', 'label': 'nonliteral'}]"
527,My parents would have about two hemorrhages apiece if I told anything personal about them .,"[{'span1': [6, 7], 'span_word': 'hemorrhages', 'label': 'nonliteral'}]"
528,We 've been here countless times .,"[{'span1': [4, 6], 'span_word': 'countless times', 'label': 'nonliteral'}]"
529,He has the charisma of a traffic cone .,"[{'span1': [6, 8], 'span_word': 'traffic cone', 'label': 'nonliteral'}]"
530,You guys are both less than zero help .,"[{'span1': [4, 7], 'span_word': 'less zero', 'label': 'nonliteral'}]"
531,"But you are mute , mute as a fish .","[{'span1': [3, 9], 'span_word': 'mute mute fish', 'label': 'nonliteral'}]"
532,"Getting older helped me clarify the events of my childhood , without exceptions .","[{'span1': [11, 13], 'span_word': 'without exceptions', 'label': 'nonliteral'}]"
533,I am crushed by a corrupt and criminal justice system .,"[{'span1': [2, 3], 'span_word': 'crushed', 'label': 'nonliteral'}]"
534,I am in the middle of an emotional tornado .,"[{'span1': [4, 9], 'span_word': 'middle tornado', 'label': 'nonliteral'}]"
535,The act of love strongly resembles torture .,"[{'span1': [5, 7], 'span_word': 'resembles torture', 'label': 'nonliteral'}]"
536,A hundred thousand apologies would not be enough .,"[{'span1': [1, 3], 'span_word': 'hundred thousand', 'label': 'nonliteral'}]"
537,His feet are colder than the arctic .,"[{'span1': [3, 7], 'span_word': 'colder arctic', 'label': 'nonliteral'}]"
538,"Well , you 've got an empty head .","[{'span1': [6, 8], 'span_word': 'empty head', 'label': 'nonliteral'}]"
539,Sometimes asking feels like firewalking .,"[{'span1': [4, 5], 'span_word': 'firewalking', 'label': 'nonliteral'}]"
540,Johnny worshipped the ground Dallas walked on .,"[{'span1': [0, 2], 'span_word': 'johnny worshipped', 'label': 'nonliteral'}]"
541,"You unreasonable , pompous , blustering , old windbag !","[{'span1': [8, 9], 'span_word': 'windbag', 'label': 'nonliteral'}]"
542,It 's been a lifetime since I found someone nice to me .,"[{'span1': [4, 5], 'span_word': 'lifetime', 'label': 'nonliteral'}]"
543,"Here I sit , sunk in my thoughts .","[{'span1': [4, 5], 'span_word': 'sunk', 'label': 'nonliteral'}]"
544,I 'd rather French kiss a rattlesnake than miss a gym period .,"[{'span1': [3, 5], 'span_word': 'french kiss', 'label': 'nonliteral'}]"
545,I could n't believe how large the size of the potatoes was .,"[{'span1': [1, 4], 'span_word': ""could n't believe"", 'label': 'nonliteral'}]"
546,You could have knocked me over with a feather .,"[{'span1': [8, 9], 'span_word': 'feather', 'label': 'nonliteral'}]"
547,I 'm dissolving into a puddle .,"[{'span1': [2, 6], 'span_word': 'dissolving puddle', 'label': 'nonliteral'}]"
548,"Their headmaster was omnipresent , as he seemed to be all around the school all the time .","[{'span1': [3, 4], 'span_word': 'omnipresent', 'label': 'nonliteral'}]"
549,My aim is as certain as the rising sun .,"[{'span1': [7, 9], 'span_word': 'rising sun', 'label': 'nonliteral'}]"
550,My granpa snores louder than a faulty engine .,"[{'span1': [6, 7], 'span_word': 'faulty', 'label': 'nonliteral'}]"
551,I could smell his hellish breath .,"[{'span1': [4, 5], 'span_word': 'hellish', 'label': 'nonliteral'}]"
552,Your pride is a mortal sin .,"[{'span1': [4, 5], 'span_word': 'mortal', 'label': 'nonliteral'}]"
553,My admiration for him is deep as the ocean .,"[{'span1': [8, 9], 'span_word': 'ocean', 'label': 'nonliteral'}]"
554,"Well , dear , her hostess would reply with a frigid smile .","[{'span1': [10, 11], 'span_word': 'frigid', 'label': 'nonliteral'}]"
555,Boys will gladly go to war for you .,"[{'span1': [3, 6], 'span_word': 'go war', 'label': 'nonliteral'}]"
556,"Me , the wife of that boorish , brainless man .","[{'span1': [8, 9], 'span_word': 'brainless', 'label': 'nonliteral'}]"
557,"As a matter of fact , I 'm all steamed up about it .","[{'span1': [9, 10], 'span_word': 'steamed', 'label': 'nonliteral'}]"
558,Tastiest roast of all times .,"[{'span1': [4, 5], 'span_word': 'times', 'label': 'nonliteral'}]"
559,I mean this was Toyland in the midst of the depression .,"[{'span1': [4, 5], 'span_word': 'toyland', 'label': 'nonliteral'}]"
560,You can search in heaven and earth but you 'll not find me .,"[{'span1': [4, 7], 'span_word': 'heaven earth', 'label': 'nonliteral'}]"
561,ABU is hypnotically drawn to it .,"[{'span1': [2, 3], 'span_word': 'hypnotically', 'label': 'nonliteral'}]"
562,People bend to his will .,"[{'span1': [1, 2], 'span_word': 'bend', 'label': 'nonliteral'}]"
563,She can make me follow her with one word from her lips .,"[{'span1': [7, 9], 'span_word': 'one word', 'label': 'nonliteral'}]"
564,That girl is a marionette who is manipulated by what she sees on TV .,"[{'span1': [4, 5], 'span_word': 'marionette', 'label': 'nonliteral'}]"
565,He changed his mind in the blink of an eye .,"[{'span1': [6, 10], 'span_word': 'blink eye', 'label': 'nonliteral'}]"
566,"You wo n't beat this taste , it is insurmountable .","[{'span1': [9, 10], 'span_word': 'insurmountable', 'label': 'nonliteral'}]"
567,Its golden roofs are brighter than the sun itself .,"[{'span1': [4, 8], 'span_word': 'brighter sun', 'label': 'nonliteral'}]"
568,I would recognize my sisters a day 's march away .,"[{'span1': [6, 10], 'span_word': ""day 's march away"", 'label': 'nonliteral'}]"
569,"He is so majestic , when he wears a yellow shirt people yell : `` Hey taxi ! ''","[{'span1': [14, 17], 'span_word': '`` hey taxi', 'label': 'nonliteral'}]"
570,You 're charged with high treason for telling mom I did n't have lunch !,"[{'span1': [4, 6], 'span_word': 'high treason', 'label': 'nonliteral'}]"
571,She 's a difficult person to work with because she has no filters .,"[{'span1': [12, 13], 'span_word': 'filters', 'label': 'nonliteral'}]"
572,The study of beauty is a duel in which the artist cries out in terror .,"[{'span1': [11, 15], 'span_word': 'cries terror', 'label': 'nonliteral'}]"
573,You always concentrate my whole senses .,"[{'span1': [4, 6], 'span_word': 'whole senses', 'label': 'nonliteral'}]"
574,No one knows her . She 's mysterious as the dark side of the moon .,"[{'span1': [10, 12], 'span_word': 'dark side', 'label': 'nonliteral'}]"
575,Another idea burst into flames .,"[{'span1': [2, 5], 'span_word': 'burst flames', 'label': 'nonliteral'}]"
576,"Stop using onion in this recipe , you dregs of mankind .","[{'span1': [8, 11], 'span_word': 'dregs mankind', 'label': 'nonliteral'}]"
577,Each of these girls is a perfect porcelain doll .,"[{'span1': [6, 9], 'span_word': 'perfect porcelain doll', 'label': 'nonliteral'}]"
578,They sell books by every author who has ever set pen to paper .,"[{'span1': [8, 11], 'span_word': 'ever set pen', 'label': 'nonliteral'}]"
579,The meal I prepared contains a million calories !,"[{'span1': [6, 8], 'span_word': 'million calories', 'label': 'nonliteral'}]"
580,Scientists are light years away from understanding the human brain .,"[{'span1': [2, 5], 'span_word': 'light years away', 'label': 'nonliteral'}]"
581,John invariably knows the right thing to say .,"[{'span1': [1, 2], 'span_word': 'invariably', 'label': 'nonliteral'}]"
582,A sea of people surrounded the stage .,"[{'span1': [1, 2], 'span_word': 'sea', 'label': 'nonliteral'}]"
583,Such an unscrupulous person ... he 's a pig .,"[{'span1': [4, 7], 'span_word': ""'s pig"", 'label': 'nonliteral'}]"
584,Look how grown up ! Only yesterday you were on your tricycle .,"[{'span1': [6, 7], 'span_word': 'yesterday', 'label': 'nonliteral'}]"
585,Sleeping on this pillow is sleeping on a cloud .,"[{'span1': [8, 9], 'span_word': 'cloud', 'label': 'nonliteral'}]"
586,For a few dollars they would start a war .,"[{'span1': [5, 7], 'span_word': 'would start', 'label': 'nonliteral'}]"
587,The big bells as loud as the thunder .,"[{'span1': [4, 8], 'span_word': 'loud thunder', 'label': 'nonliteral'}]"
588,That child is the devil incarnate .,"[{'span1': [4, 6], 'span_word': 'devil incarnate', 'label': 'nonliteral'}]"
589,They are a stingy family . There are like trillions of savings under one roof !,"[{'span1': [8, 10], 'span_word': 'like trillions', 'label': 'nonliteral'}]"
590,"When you open this map , you own the city .","[{'span1': [0, 1], 'span_word': '', 'label': 'nonliteral'}]"
591,"I tried to explain myself , but she is a waxy-eared person .","[{'span1': [10, 11], 'span_word': 'waxy-eared', 'label': 'nonliteral'}]"
592,I write my diary when I feel crushed by the weight of life .,"[{'span1': [7, 11], 'span_word': 'crushed weight', 'label': 'nonliteral'}]"
593,My sister uses so much makeup ; she broke a chisel trying to get it off last night !,"[{'span1': [10, 12], 'span_word': 'chisel trying', 'label': 'nonliteral'}]"
594,"My aunt is so fat that when she walks by the TV , I miss three shows .","[{'span1': [14, 17], 'span_word': 'miss three shows', 'label': 'nonliteral'}]"
595,The old man is a dinosaur .,"[{'span1': [5, 6], 'span_word': 'dinosaur', 'label': 'nonliteral'}]"
596,"My best friend is so forgetful , I sometimes have to remind her what her name is .","[{'span1': [15, 16], 'span_word': 'name', 'label': 'nonliteral'}]"
597,Your kindness turns me upside down .,"[{'span1': [2, 5], 'span_word': 'turns upside', 'label': 'nonliteral'}]"
598,Cowards die many times before their death .,"[{'span1': [1, 4], 'span_word': 'die many times', 'label': 'nonliteral'}]"
599,He lives far away - on the other side of the Galaxy .,"[{'span1': [8, 12], 'span_word': 'side galaxy', 'label': 'nonliteral'}]"
600,Peter 's essay constituted yet another infinite monologue .,"[{'span1': [6, 7], 'span_word': 'infinite', 'label': 'nonliteral'}]"
601,"During the debate , the president ate reporters and photographers .","[{'span1': [5, 7], 'span_word': 'president ate', 'label': 'nonliteral'}]"
602,"You must come out of bed , I 've walked a thousand miles to spend some time with you .","[{'span1': [11, 13], 'span_word': 'thousand miles', 'label': 'nonliteral'}]"
603,"Right now , with the sword hanging over my head , I do n't have any kind of financial support .","[{'span1': [6, 10], 'span_word': 'hanging head', 'label': 'nonliteral'}]"
604,"She 's bothered by dust , so she 's unceasingly cleaning the house .","[{'span1': [9, 10], 'span_word': 'unceasingly', 'label': 'nonliteral'}]"
605,Let me see an abyss of knowledge .,"[{'span1': [4, 5], 'span_word': 'abyss', 'label': 'nonliteral'}]"
606,I 'll persevere till the stars drop from the sky .,"[{'span1': [5, 7], 'span_word': 'stars drop', 'label': 'nonliteral'}]"
607,There lived a man as big as a barge .,"[{'span1': [5, 9], 'span_word': 'big barge', 'label': 'nonliteral'}]"
608,I 've got a thorn in my heart .,"[{'span1': [4, 5], 'span_word': 'thorn', 'label': 'nonliteral'}]"
609,Perfection assassinates creativity .,"[{'span1': [0, 1], 'span_word': '', 'label': 'nonliteral'}]"
610,I do n't think a herd of elephants would be as noisy as this class is today !,"[{'span1': [5, 8], 'span_word': 'herd elephants', 'label': 'nonliteral'}]"
611,He 's the worst man on earth .,"[{'span1': [3, 7], 'span_word': 'worst earth', 'label': 'nonliteral'}]"
612,She 's like vomiting all her feelings out with hate .,"[{'span1': [3, 4], 'span_word': 'vomiting', 'label': 'nonliteral'}]"
613,Reading dog food labels is often like reading hieroglyphics .,"[{'span1': [7, 9], 'span_word': 'reading hieroglyphics', 'label': 'nonliteral'}]"
614,I 'll be crystal clear : I do n't like him .,"[{'span1': [3, 5], 'span_word': 'crystal clear', 'label': 'nonliteral'}]"
615,Turning your face away is a punch in the gut .,"[{'span1': [6, 10], 'span_word': 'punch gut', 'label': 'nonliteral'}]"
616,The painter knows that looking at the beautiful landscape is an orgasmic experience .,"[{'span1': [11, 13], 'span_word': 'orgasmic experience', 'label': 'nonliteral'}]"
617,Too many clothes in this Indian Summer and I am suddenly in a bath of sweat .,"[{'span1': [13, 14], 'span_word': 'bath', 'label': 'nonliteral'}]"
618,The president has fought tooth and nail to be reelected .,"[{'span1': [4, 7], 'span_word': 'tooth nail', 'label': 'nonliteral'}]"
619,"I 'm a burst of colors today , I 'm wearing a yellow t-shirt and red trousers .","[{'span1': [3, 4], 'span_word': 'burst', 'label': 'nonliteral'}]"
620,She 's a dictator in our house .,"[{'span1': [3, 4], 'span_word': 'dictator', 'label': 'nonliteral'}]"
621,Molasses buckets appeared from nowhere .,"[{'span1': [4, 5], 'span_word': 'nowhere', 'label': 'nonliteral'}]"
622,He 's my favourite person in the world . The rest is drips .,"[{'span1': [12, 13], 'span_word': 'drips', 'label': 'nonliteral'}]"
623,"You get into that University , you wo n't get out alive .","[{'span1': [7, 10], 'span_word': ""wo n't get"", 'label': 'nonliteral'}]"
624,This discovery is like a tender newborn to young scientists .,"[{'span1': [5, 7], 'span_word': 'tender newborn', 'label': 'nonliteral'}]"
625,This dirty money we 're using to finance the campaign is a ticking time bomb !,"[{'span1': [12, 15], 'span_word': 'ticking time bomb', 'label': 'nonliteral'}]"
626,"New hair , new life .","[{'span1': [3, 5], 'span_word': 'new life', 'label': 'nonliteral'}]"
627,"Your plan is too risky , it 's a suicide .","[{'span1': [9, 10], 'span_word': 'suicide', 'label': 'nonliteral'}]"
628,"I just ca n't seem to forget him , he contaminates my head .","[{'span1': [10, 11], 'span_word': 'contaminates', 'label': 'nonliteral'}]"
629,The bad sides are so overpowering that she ca n't see anything else .,"[{'span1': [8, 11], 'span_word': ""ca n't see"", 'label': 'nonliteral'}]"
630,You have ravished me away by a power I am unable to resist .,"[{'span1': [10, 11], 'span_word': 'unable', 'label': 'nonliteral'}]"
631,"I 'm half dead , for Christ 's sake !","[{'span1': [2, 4], 'span_word': 'half dead', 'label': 'nonliteral'}]"
632,"When the last light set , it was like the whole world stopped .","[{'span1': [10, 13], 'span_word': 'whole world stopped', 'label': 'nonliteral'}]"
633,This is one breathtaking panorama .,"[{'span1': [3, 4], 'span_word': 'breathtaking', 'label': 'nonliteral'}]"
634,Admit you 're a Judas .,"[{'span1': [4, 5], 'span_word': 'judas', 'label': 'nonliteral'}]"
635,Once I would open a bag I could not stop eating .,"[{'span1': [9, 11], 'span_word': 'stop eating', 'label': 'nonliteral'}]"
636,She 's drinking like tomorrow does n't exist .,"[{'span1': [6, 8], 'span_word': ""n't exist"", 'label': 'nonliteral'}]"
637,"If you leave me , I 'll erase you .","[{'span1': [7, 8], 'span_word': 'erase', 'label': 'nonliteral'}]"
638,"And his sensibility , oh , he must be related to those machines that register earthquakes .","[{'span1': [14, 16], 'span_word': 'register earthquakes', 'label': 'nonliteral'}]"
639,You are what you eat .,"[{'span1': [0, 1], 'span_word': '', 'label': 'nonliteral'}]"
640,He only sees himself .,"[{'span1': [2, 3], 'span_word': 'sees', 'label': 'nonliteral'}]"
641,The sight of them kissing is so gross that it makes me want to puke .,"[{'span1': [14, 15], 'span_word': 'puke', 'label': 'nonliteral'}]"
642,"Since you stopped partying , you 're a nullity .","[{'span1': [8, 9], 'span_word': 'nullity', 'label': 'nonliteral'}]"
643,TV is bombarding us with subliminal messages .,"[{'span1': [2, 3], 'span_word': 'bombarding', 'label': 'nonliteral'}]"
644,The secretary was up to her eyeballs in paperwork .,"[{'span1': [6, 7], 'span_word': 'eyeballs', 'label': 'nonliteral'}]"
645,"He looked at the glass , and lowered his lips to that oasis of moisture .","[{'span1': [12, 15], 'span_word': 'oasis moisture', 'label': 'nonliteral'}]"
646,It is idle to swallow the cow and choke on the tail .,"[{'span1': [4, 7], 'span_word': 'swallow cow', 'label': 'nonliteral'}]"
647,I 'm not staying here one more minute !,"[{'span1': [1, 8], 'span_word': ""'m one minute"", 'label': 'nonliteral'}]"
648,Junk food is the one thing they 'll buy in spades .,"[{'span1': [10, 11], 'span_word': 'spades', 'label': 'nonliteral'}]"
649,"I swear , my teacher is omniscient .","[{'span1': [6, 7], 'span_word': 'omniscient', 'label': 'nonliteral'}]"
650,"Your beard is so hairy , you look like Chewbacca .","[{'span1': [9, 10], 'span_word': 'chewbacca', 'label': 'nonliteral'}]"
651,Do n't strain at gnats and swallow camels . There are worse problems than that around here .,"[{'span1': [2, 3], 'span_word': 'strain', 'label': 'nonliteral'}]"
652,"Sad to say , but she was a relentless drinker .","[{'span1': [8, 9], 'span_word': 'relentless', 'label': 'nonliteral'}]"
653,"Dresden was kind of the moon , nothing but minerals .","[{'span1': [7, 10], 'span_word': 'nothing minerals', 'label': 'nonliteral'}]"
654,And with all this romantic atmosphere disaster 's in the air .,"[{'span1': [6, 7], 'span_word': 'disaster', 'label': 'nonliteral'}]"
655,The perfect pound cake recipe is worth its weight in gold .,"[{'span1': [6, 11], 'span_word': 'worth weight gold', 'label': 'nonliteral'}]"
656,My professor is a volcano of ideas .,"[{'span1': [4, 5], 'span_word': 'volcano', 'label': 'nonliteral'}]"
657,Shuttling between conferences over the past years has been an interstellar enterprise .,"[{'span1': [10, 11], 'span_word': 'interstellar', 'label': 'nonliteral'}]"
658,The mail was taking on Alpine proportions .,"[{'span1': [5, 7], 'span_word': 'alpine proportions', 'label': 'nonliteral'}]"
659,That runner is faster than light .,"[{'span1': [3, 6], 'span_word': 'faster light', 'label': 'nonliteral'}]"
660,They will die of envy .,"[{'span1': [2, 3], 'span_word': 'die', 'label': 'nonliteral'}]"
661,The gladiator beated all his opponents with his superhuman strength .,"[{'span1': [8, 9], 'span_word': 'superhuman', 'label': 'nonliteral'}]"
662,"Whenever I watch the movie , that scene kills me .","[{'span1': [8, 9], 'span_word': 'kills', 'label': 'nonliteral'}]"
663,I 'm so thirsty that I would drink a river .,"[{'span1': [7, 10], 'span_word': 'drink river', 'label': 'nonliteral'}]"
664,Her anger radiated like a nuclear explosion .,"[{'span1': [5, 7], 'span_word': 'nuclear explosion', 'label': 'nonliteral'}]"
665,This confection has been around a few centuries in my house .,"[{'span1': [7, 8], 'span_word': 'centuries', 'label': 'nonliteral'}]"
666,Anna cried blood tears before obtaining her bachelor 's degree .,"[{'span1': [2, 4], 'span_word': 'blood tears', 'label': 'nonliteral'}]"
667,Her skin was whiter than snow .,"[{'span1': [3, 6], 'span_word': 'whiter snow', 'label': 'nonliteral'}]"
668,He was skinny enough to jump through a keyhole .,"[{'span1': [8, 9], 'span_word': 'keyhole', 'label': 'nonliteral'}]"
669,My mother is a tyrant .,"[{'span1': [4, 5], 'span_word': 'tyrant', 'label': 'nonliteral'}]"
670,Changing your favorite team is like breaking a blood oath .,"[{'span1': [8, 10], 'span_word': 'blood oath', 'label': 'nonliteral'}]"
671,In my family every birthday is a national holiday .,"[{'span1': [7, 9], 'span_word': 'national holiday', 'label': 'nonliteral'}]"
672,Inviting my mother-in-law to stay here is a recipe for disaster .,"[{'span1': [8, 11], 'span_word': 'recipe disaster', 'label': 'nonliteral'}]"
673,I bet my life that you will laugh .,"[{'span1': [3, 4], 'span_word': 'life', 'label': 'nonliteral'}]"
674,The waiting has been endless .,"[{'span1': [4, 5], 'span_word': 'endless', 'label': 'nonliteral'}]"
675,I almost jumped out of my skin .,"[{'span1': [2, 7], 'span_word': 'jumped skin', 'label': 'nonliteral'}]"
676,The house is the size of a postage stamp .,"[{'span1': [7, 9], 'span_word': 'postage stamp', 'label': 'nonliteral'}]"
677,The mall is large enough to have its own zip code .,"[{'span1': [9, 11], 'span_word': 'zip code', 'label': 'nonliteral'}]"
678,I 'm going to explode .,"[{'span1': [4, 5], 'span_word': 'explode', 'label': 'nonliteral'}]"
679,"I 'm moving , all my life 's in this luggage .","[{'span1': [6, 7], 'span_word': 'life', 'label': 'nonliteral'}]"
680,This drink is a rocket in a bottle .,"[{'span1': [4, 5], 'span_word': 'rocket', 'label': 'nonliteral'}]"
681,I would commit murder to have that new phone !,"[{'span1': [2, 4], 'span_word': 'commit murder', 'label': 'nonliteral'}]"
682,Her beauty eclipsed the sun .,"[{'span1': [2, 5], 'span_word': 'eclipsed sun', 'label': 'nonliteral'}]"
683,This room is a mess . It looks like it was hit by a tornado !,"[{'span1': [11, 15], 'span_word': 'hit tornado', 'label': 'nonliteral'}]"
684,You need an elevator to look at him in the eye .,"[{'span1': [1, 4], 'span_word': 'need elevator', 'label': 'nonliteral'}]"
